id,age,income,self_learning_hours,highest_degree,favourite_domain
84763,66,84,3.97,PhD,Software Engineering
84764,20,42,1.46,Bachelor,Data Science
84765,18,83,1.42,High School,Business Analytics
84766,26,76,3.5,Bachelor,AI
84767,31,7,1.65,High School,AI
84768,39,86,3.97,Master,AI
84769,30,49,3.79,PhD,Software Engineering
84770,37,51,2.79,PhD,Cybersecurity
84771,52,38,2.63,Master,Business Analytics
84772,35,62,2.71,Bachelor,Cybersecurity
84773,53,25,0.61,Master,Data Science
84774,28,54,3.07,Bachelor,AI
84775,37,88,3.15,Master,Business Analytics
84776,30,83,3.0,PhD,Business Analytics
84777,21,65,1.71,PhD,Software Engineering
84778,42,65,3.57,PhD,AI
84779,38,14,2.09,PhD,Cybersecurity
84780,47,54,2.35,PhD,Business Analytics
84781,36,72,2.08,PhD,Cybersecurity
84782,39,97,0.83,Bachelor,Data Science
84783,44,46,0.54,Master,Data Science
84784,43,22,3.65,Master,Data Science
84785,55,79,0.41,Bachelor,AI
84786,26,51,2.49,Master,Software Engineering
84787,67,41,0.5,Master,Cybersecurity
84788,25,40,0.05,Bachelor,Cybersecurity
84789,52,90,2.58,Bachelor,Software Engineering
84790,66,51,1.08,PhD,Cybersecurity
84791,33,83,1.83,High School,AI
84792,40,70,2.31,Bachelor,Data Science
84793,30,74,2.45,PhD,Software Engineering
84794,19,71,2.42,Bachelor,Business Analytics
84795,23,95,2.43,PhD,Software Engineering
84796,19,93,1.98,Master,Business Analytics
84797,43,29,2.63,PhD,Data Science
84798,70,60,2.71,Bachelor,Data Science
84799,34,50,0.86,Bachelor,Cybersecurity
84800,48,89,0.05,Bachelor,Data Science
84801,54,97,2.83,PhD,Data Science
84802,59,45,1.08,PhD,Cybersecurity
84803,45,24,1.64,Bachelor,Software Engineering
84804,34,29,0.18,High School,Software Engineering
84805,22,35,3.26,Bachelor,Software Engineering
84806,29,37,0.37,Master,Cybersecurity
84807,23,51,0.6,High School,Business Analytics
84808,28,89,2.37,High School,Cybersecurity
84809,57,91,0.07,Master,Cybersecurity
84810,27,47,0.39,PhD,AI
84811,59,34,1.34,PhD,Software Engineering
84812,48,97,0.98,High School,Business Analytics
84813,67,91,4.0,Bachelor,Software Engineering
84814,49,18,1.38,Master,Data Science
84815,67,27,3.76,Master,Business Analytics
84816,41,57,1.24,High School,Cybersecurity
84817,50,9,0.36,PhD,Data Science
84818,19,37,3.72,High School,Software Engineering
84819,39,86,3.53,Master,AI
84820,40,42,3.82,High School,Cybersecurity
84821,42,25,1.15,High School,AI
84822,37,49,0.69,PhD,AI
84823,67,68,0.55,PhD,Software Engineering
84824,23,25,0.72,High School,AI
84825,18,77,1.11,PhD,Data Science
84826,26,19,2.84,Bachelor,Data Science
84827,39,92,1.14,PhD,Software Engineering
84828,27,76,3.48,PhD,Software Engineering
84829,31,57,2.79,Master,AI
84830,23,9,0.62,Bachelor,Software Engineering
84831,33,46,0.77,High School,Business Analytics
84832,63,35,1.81,PhD,Data Science
84833,63,32,2.58,Master,Cybersecurity
84834,29,70,0.72,PhD,Data Science
84835,48,20,0.37,Bachelor,Business Analytics
84836,51,81,1.32,Master,Cybersecurity
84837,70,11,0.89,Bachelor,Business Analytics
84838,68,41,2.88,Bachelor,Software Engineering
84839,50,40,1.58,Bachelor,Software Engineering
84840,21,92,0.85,PhD,AI
84841,20,52,3.85,PhD,Software Engineering
84842,54,98,1.86,PhD,Software Engineering
84843,34,8,1.98,Bachelor,Cybersecurity
84844,42,67,0.07,PhD,Software Engineering
84845,47,42,3.35,Bachelor,Cybersecurity
84846,42,17,0.35,Bachelor,Cybersecurity
84847,59,24,1.59,Master,AI
84848,44,60,2.02,PhD,Software Engineering
84849,34,46,3.62,High School,AI
84850,53,89,1.89,Master,Cybersecurity
84851,23,24,3.31,Master,Data Science
84852,23,38,1.33,PhD,Software Engineering
84853,47,80,3.58,High School,AI
84854,37,20,2.61,Bachelor,AI
84855,58,50,1.09,PhD,Cybersecurity
84856,29,84,3.92,Master,Data Science
84857,40,10,0.82,Master,Cybersecurity
84858,57,70,3.56,PhD,Business Analytics
84859,37,6,0.01,Master,Software Engineering
84860,68,51,3.45,High School,Cybersecurity
84861,18,92,2.33,Master,Cybersecurity
84862,48,23,0.75,PhD,Data Science
84863,55,36,2.44,High School,Software Engineering
84864,27,18,1.81,PhD,Data Science
84865,54,20,3.75,PhD,Business Analytics
84866,55,15,1.47,High School,Software Engineering
84867,61,99,1.2,Master,AI
84868,47,47,2.43,PhD,Business Analytics
84869,44,29,0.82,Master,Data Science
84870,37,24,3.99,PhD,Business Analytics
84871,41,83,3.61,Master,AI
84872,47,79,3.0,High School,Business Analytics
84873,18,40,0.46,High School,Software Engineering
84874,31,89,1.65,Bachelor,Business Analytics
84875,28,14,1.82,PhD,Cybersecurity
84876,62,48,0.88,Master,Software Engineering
84877,21,70,2.82,Master,AI
84878,48,44,3.72,Bachelor,AI
84879,38,68,2.85,PhD,AI
84880,50,69,0.57,High School,AI
84881,42,51,1.03,Bachelor,Cybersecurity
84882,21,24,1.16,Master,AI
84883,20,38,2.57,High School,Software Engineering
84884,38,46,2.64,PhD,AI
84885,19,76,1.52,Bachelor,Software Engineering
84886,42,11,0.28,Bachelor,Business Analytics
84887,59,81,1.36,Master,Business Analytics
84888,54,84,3.97,High School,Software Engineering
84889,61,60,2.46,Master,AI
84890,60,53,3.09,PhD,Cybersecurity
84891,23,5,2.61,Master,Cybersecurity
84892,50,33,3.34,PhD,Business Analytics
84893,61,88,3.67,PhD,Cybersecurity
84894,62,12,2.99,PhD,Cybersecurity
84895,35,73,3.48,PhD,Software Engineering
84896,52,29,2.37,High School,Data Science
84897,45,63,2.55,High School,Software Engineering
84898,60,22,3.93,Bachelor,Data Science
84899,41,12,1.05,Master,Software Engineering
84900,70,11,0.41,PhD,Business Analytics
84901,60,54,3.67,Bachelor,Business Analytics
84902,23,49,1.69,Master,Business Analytics
84903,46,18,0.95,Bachelor,Cybersecurity
84904,49,75,1.96,PhD,Data Science
84905,24,12,3.78,Bachelor,Business Analytics
84906,47,53,0.67,Master,Business Analytics
84907,30,78,1.02,Bachelor,Software Engineering
84908,59,47,2.37,Bachelor,AI
84909,23,75,3.14,High School,Business Analytics
84910,68,94,1.72,High School,Data Science
84911,44,83,2.23,PhD,Data Science
84912,25,54,2.87,High School,Business Analytics
84913,70,77,3.61,Master,Cybersecurity
84914,36,56,2.0,PhD,Cybersecurity
84915,43,30,2.33,PhD,Business Analytics
84916,62,65,2.6,Master,Business Analytics
84917,35,58,2.48,PhD,Data Science
84918,57,19,1.9,Bachelor,Cybersecurity
84919,47,98,3.83,High School,Data Science
84920,64,91,0.25,Master,Software Engineering
84921,51,99,1.23,High School,Cybersecurity
84922,39,54,2.7,Bachelor,Software Engineering
84923,25,30,1.84,Master,Business Analytics
84924,40,30,1.48,PhD,Business Analytics
84925,33,88,1.58,Master,AI
84926,46,41,2.59,PhD,Business Analytics
84927,43,35,3.27,Master,AI
84928,29,82,1.37,PhD,Software Engineering
84929,42,28,3.6,Master,Business Analytics
84930,60,47,1.71,Master,Software Engineering
84931,45,6,2.38,Bachelor,Data Science
84932,41,82,0.03,High School,Data Science
84933,39,9,0.01,Bachelor,Business Analytics
84934,56,61,3.09,Bachelor,Data Science
84935,59,82,2.45,Master,Cybersecurity
84936,56,80,1.65,PhD,Data Science
84937,48,78,2.99,High School,Cybersecurity
84938,26,9,3.18,High School,Software Engineering
84939,49,9,1.35,PhD,Software Engineering
84940,68,46,3.15,Bachelor,Data Science
84941,46,79,1.67,High School,Data Science
84942,25,82,0.43,PhD,Software Engineering
84943,24,15,3.7,Bachelor,Business Analytics
84944,25,94,0.66,Bachelor,AI
84945,54,22,0.76,Master,AI
84946,56,5,3.01,High School,Business Analytics
84947,34,52,0.61,Bachelor,AI
84948,37,100,2.99,PhD,Data Science
84949,18,26,1.5,Master,Data Science
84950,40,63,1.07,Master,Software Engineering
84951,61,18,1.62,PhD,Cybersecurity
84952,41,30,2.35,Bachelor,AI
84953,30,8,0.56,High School,Cybersecurity
84954,26,27,2.28,Bachelor,Business Analytics
84955,24,9,3.47,PhD,Business Analytics
84956,59,83,1.14,PhD,Data Science
84957,67,65,3.55,High School,Data Science
84958,43,6,0.87,Master,AI
84959,28,95,2.19,Bachelor,Software Engineering
84960,19,71,1.45,PhD,Data Science
84961,49,97,1.56,PhD,AI
84962,18,30,3.13,Master,Software Engineering
84963,46,28,1.92,Master,Data Science
84964,53,38,2.46,Master,Data Science
84965,51,62,2.4,Bachelor,Business Analytics
84966,67,10,1.15,Master,Business Analytics
84967,39,91,1.34,High School,Business Analytics
84968,56,50,0.99,PhD,Data Science
84969,59,52,0.16,Bachelor,Software Engineering
84970,36,99,1.58,Bachelor,Data Science
84971,64,40,3.35,Master,Software Engineering
84972,46,97,3.93,PhD,Cybersecurity
84973,55,32,0.0,High School,AI
84974,31,74,2.94,High School,Data Science
84975,45,27,3.64,Master,Data Science
84976,48,68,3.22,Master,Cybersecurity
84977,41,38,3.36,Master,Data Science
84978,30,15,0.03,PhD,Software Engineering
84979,18,13,3.82,High School,Software Engineering
84980,25,85,3.27,Bachelor,Data Science
84981,60,15,1.29,Master,Business Analytics
84982,55,15,1.71,Master,Data Science
84983,36,64,0.71,Master,Cybersecurity
84984,70,94,1.75,High School,Data Science
84985,66,62,3.87,High School,Data Science
84986,43,86,1.41,PhD,Software Engineering
84987,39,51,3.55,High School,Data Science
84988,31,97,0.62,High School,AI
84989,46,69,0.73,High School,AI
84990,48,84,1.3,High School,Cybersecurity
84991,54,66,2.04,Bachelor,Business Analytics
84992,69,87,2.55,High School,Data Science
84993,28,37,1.07,PhD,Data Science
84994,69,33,3.86,Master,Business Analytics
84995,55,73,3.56,PhD,Business Analytics
84996,28,48,2.27,High School,Cybersecurity
84997,47,86,2.89,Master,Cybersecurity
84998,35,8,0.24,Bachelor,Business Analytics
84999,51,5,0.92,PhD,Data Science
85000,58,89,2.19,Bachelor,AI
85001,41,94,1.04,High School,Software Engineering
85002,23,42,2.35,High School,AI
85003,39,83,0.82,High School,Cybersecurity
85004,62,12,1.42,PhD,AI
85005,60,25,2.92,Master,Cybersecurity
85006,52,75,1.14,Master,Business Analytics
85007,66,42,1.53,High School,Business Analytics
85008,18,77,3.01,Master,Software Engineering
85009,19,55,3.09,PhD,Business Analytics
85010,67,53,2.53,PhD,Business Analytics
85011,51,46,0.87,Bachelor,Data Science
85012,70,80,2.71,High School,Software Engineering
85013,70,37,0.39,Bachelor,Cybersecurity
85014,56,93,2.55,Master,AI
85015,56,40,3.93,High School,Cybersecurity
85016,60,14,2.17,Master,Business Analytics
85017,69,40,2.35,Master,AI
85018,48,82,2.73,Bachelor,Data Science
85019,53,33,2.85,Bachelor,Cybersecurity
85020,24,10,3.43,PhD,Business Analytics
85021,30,64,1.54,Bachelor,Software Engineering
85022,42,76,2.43,High School,Data Science
85023,20,84,2.65,PhD,Business Analytics
85024,25,5,2.63,Master,AI
85025,65,36,2.75,High School,Business Analytics
85026,58,53,1.95,High School,AI
85027,37,53,3.07,Bachelor,AI
85028,50,61,0.97,High School,AI
85029,40,86,3.47,PhD,Cybersecurity
85030,54,85,1.03,High School,AI
85031,21,55,0.76,PhD,Cybersecurity
85032,21,83,3.79,Master,AI
85033,56,64,0.69,Master,Business Analytics
85034,44,70,2.29,High School,Software Engineering
85035,47,7,3.02,PhD,AI
85036,51,7,1.47,Bachelor,Data Science
85037,34,84,1.91,PhD,Data Science
85038,51,72,1.96,Bachelor,Data Science
85039,45,68,2.74,High School,Cybersecurity
85040,49,44,1.95,High School,Data Science
85041,39,40,1.22,Master,Software Engineering
85042,22,61,0.37,Bachelor,Cybersecurity
85043,26,51,0.29,Bachelor,Business Analytics
85044,68,38,1.5,PhD,Software Engineering
85045,22,65,1.06,High School,Software Engineering
85046,46,83,3.53,Bachelor,AI
85047,30,95,3.34,PhD,AI
85048,38,36,1.01,High School,Software Engineering
85049,59,89,2.94,High School,Data Science
85050,23,46,1.34,PhD,Data Science
85051,37,43,0.63,High School,Data Science
85052,59,41,3.58,Bachelor,AI
85053,38,60,1.9,High School,AI
85054,38,17,3.8,High School,Business Analytics
85055,36,50,1.07,High School,Data Science
85056,35,74,0.06,Bachelor,Business Analytics
85057,57,96,3.59,Bachelor,Cybersecurity
85058,69,98,3.17,Master,Data Science
85059,34,80,2.93,PhD,AI
85060,38,34,2.88,Bachelor,Data Science
85061,26,68,0.26,Master,Software Engineering
85062,67,28,3.25,High School,Data Science
85063,31,49,1.85,Bachelor,Software Engineering
85064,57,54,0.56,Bachelor,Data Science
85065,51,30,2.66,Bachelor,Data Science
85066,58,86,3.81,Master,Software Engineering
85067,28,41,0.92,Master,AI
85068,48,49,0.54,PhD,Cybersecurity
85069,35,83,1.82,PhD,Software Engineering
85070,42,30,2.81,Bachelor,Cybersecurity
85071,39,7,2.52,Bachelor,Cybersecurity
85072,50,100,1.07,Master,Business Analytics
85073,62,8,2.63,Bachelor,Data Science
85074,65,27,2.24,Bachelor,Data Science
85075,61,71,1.3,Master,Cybersecurity
85076,34,62,2.03,PhD,AI
85077,55,21,0.36,High School,Cybersecurity
85078,56,87,2.17,High School,Cybersecurity
85079,35,23,0.37,Master,Business Analytics
85080,68,76,0.35,Bachelor,AI
85081,49,9,0.07,High School,Data Science
85082,37,73,3.53,High School,Data Science
85083,44,27,3.12,PhD,AI
85084,25,39,1.98,Bachelor,AI
85085,37,60,2.1,Bachelor,Cybersecurity
85086,30,6,3.85,Bachelor,Software Engineering
85087,44,49,0.83,Bachelor,Business Analytics
85088,22,83,0.35,High School,Cybersecurity
85089,25,17,1.52,PhD,Business Analytics
85090,40,22,2.0,High School,Software Engineering
85091,64,43,1.1,Bachelor,Data Science
85092,26,32,0.59,Master,Data Science
85093,32,32,1.86,PhD,Cybersecurity
85094,35,55,0.17,PhD,Cybersecurity
85095,55,95,2.67,High School,Cybersecurity
85096,61,21,3.91,PhD,Business Analytics
85097,28,89,0.54,Master,Business Analytics
85098,61,99,2.24,PhD,AI
85099,22,22,3.91,High School,Software Engineering
85100,45,77,2.44,Master,AI
85101,56,78,3.38,PhD,AI
85102,53,23,0.88,Master,AI
85103,59,59,3.86,Bachelor,Cybersecurity
85104,48,10,1.75,Bachelor,Data Science
85105,23,51,0.5,PhD,Cybersecurity
85106,26,99,3.51,Master,Software Engineering
85107,41,63,1.2,PhD,AI
85108,47,52,2.96,High School,Software Engineering
85109,34,38,0.54,High School,Cybersecurity
85110,44,59,1.78,Master,Software Engineering
85111,31,85,3.12,Bachelor,Business Analytics
85112,45,97,0.11,High School,Business Analytics
85113,39,6,3.63,Master,Software Engineering
85114,43,63,1.94,Bachelor,AI
85115,46,67,3.78,Master,Data Science
85116,24,99,2.06,Master,Software Engineering
85117,45,21,1.35,PhD,Business Analytics
85118,68,18,1.59,Bachelor,Software Engineering
85119,29,48,1.47,High School,Cybersecurity
85120,45,69,3.44,Bachelor,Business Analytics
85121,37,65,0.26,PhD,Cybersecurity
85122,70,28,0.74,High School,AI
85123,28,25,3.38,High School,Cybersecurity
85124,41,72,1.15,Master,Business Analytics
85125,32,62,3.74,Master,Software Engineering
85126,60,35,2.38,PhD,Software Engineering
85127,22,97,3.06,Bachelor,Business Analytics
85128,34,63,2.71,Bachelor,Business Analytics
85129,25,31,0.92,Bachelor,Data Science
85130,32,15,3.34,Bachelor,Data Science
85131,41,47,2.52,High School,Business Analytics
85132,21,100,2.81,PhD,AI
85133,29,63,0.83,Master,Cybersecurity
85134,68,73,3.42,PhD,AI
85135,66,56,3.24,PhD,AI
85136,55,44,1.31,Master,AI
85137,52,22,0.37,High School,Data Science
85138,21,84,3.19,PhD,Cybersecurity
85139,30,10,3.26,PhD,Data Science
85140,55,35,1.1,PhD,Cybersecurity
85141,52,21,3.71,PhD,AI
85142,51,19,1.71,Bachelor,Data Science
85143,56,98,0.3,High School,Data Science
85144,43,71,2.25,High School,AI
85145,25,62,1.6,Master,Business Analytics
85146,45,94,0.6,PhD,Software Engineering
85147,33,39,2.55,Master,Business Analytics
85148,37,66,0.11,Master,Cybersecurity
85149,60,21,2.26,PhD,Software Engineering
85150,32,49,1.23,Master,AI
85151,43,57,1.43,PhD,Business Analytics
85152,61,8,3.83,Master,Cybersecurity
85153,39,79,0.62,Master,Business Analytics
85154,35,18,0.2,PhD,AI
85155,45,62,2.54,PhD,Cybersecurity
85156,39,13,2.74,High School,Cybersecurity
85157,35,31,2.99,Master,Data Science
85158,21,28,3.88,Bachelor,Business Analytics
85159,50,22,3.48,Master,Data Science
85160,39,73,3.84,Master,Software Engineering
85161,45,99,0.61,High School,AI
85162,56,9,0.32,Bachelor,Data Science
85163,29,62,0.4,PhD,Cybersecurity
85164,45,51,0.22,High School,Business Analytics
85165,26,6,3.75,PhD,Software Engineering
85166,31,63,2.01,Bachelor,AI
85167,31,39,0.33,Bachelor,AI
85168,18,95,1.05,High School,AI
85169,37,28,2.04,High School,Business Analytics
85170,37,87,0.68,Master,AI
85171,58,56,2.11,Bachelor,Software Engineering
85172,58,7,1.37,Master,Data Science
85173,29,13,0.05,Master,Business Analytics
85174,47,45,0.62,PhD,AI
85175,43,27,3.92,High School,Software Engineering
85176,33,72,1.28,High School,Cybersecurity
85177,66,68,2.87,PhD,AI
85178,33,66,0.61,High School,Cybersecurity
85179,39,10,0.58,Bachelor,AI
85180,29,62,1.27,PhD,Software Engineering
85181,63,28,2.26,Bachelor,Software Engineering
85182,68,47,1.24,Bachelor,Business Analytics
85183,38,67,1.7,High School,Data Science
85184,46,32,3.65,PhD,Business Analytics
85185,56,5,3.76,Bachelor,Business Analytics
85186,58,62,1.19,PhD,Cybersecurity
85187,41,33,0.35,Bachelor,Business Analytics
85188,55,13,3.12,Master,Cybersecurity
85189,55,50,3.25,High School,AI
85190,59,49,2.78,Bachelor,Business Analytics
85191,44,99,2.3,PhD,AI
85192,62,74,3.42,PhD,AI
85193,21,82,0.54,Master,Business Analytics
85194,42,49,3.02,PhD,AI
85195,25,12,1.83,Master,Software Engineering
85196,67,84,3.93,Bachelor,Data Science
85197,67,17,3.02,Master,Data Science
85198,62,49,1.66,Master,Software Engineering
85199,70,54,3.5,PhD,AI
85200,21,75,1.6,PhD,Software Engineering
85201,57,40,3.76,Master,Data Science
85202,25,31,3.58,PhD,Cybersecurity
85203,44,100,0.35,Master,Data Science
85204,65,94,2.19,High School,Cybersecurity
85205,33,12,1.65,PhD,AI
85206,69,27,1.6,Bachelor,AI
85207,33,53,3.69,PhD,Business Analytics
85208,61,17,1.2,High School,Cybersecurity
85209,44,41,0.74,PhD,Software Engineering
85210,32,35,2.15,Bachelor,Data Science
85211,62,69,1.87,Master,Cybersecurity
85212,49,58,1.99,Bachelor,AI
85213,39,65,3.39,High School,AI
85214,64,11,1.44,Bachelor,AI
85215,35,53,3.21,High School,Data Science
85216,60,40,0.73,Bachelor,AI
85217,36,70,3.89,Bachelor,Software Engineering
85218,44,35,0.83,Bachelor,AI
85219,33,12,2.42,Master,Data Science
85220,32,23,1.14,Master,Data Science
85221,51,76,0.94,High School,Data Science
85222,56,60,0.76,Bachelor,Business Analytics
85223,48,60,3.77,Master,AI
85224,35,98,3.21,Bachelor,Cybersecurity
85225,18,57,3.85,Bachelor,Business Analytics
85226,63,95,0.63,High School,Business Analytics
85227,24,47,1.14,Bachelor,Software Engineering
85228,32,87,2.6,PhD,AI
85229,47,71,2.51,High School,Business Analytics
85230,54,21,1.24,PhD,Cybersecurity
85231,43,98,2.57,Master,Software Engineering
85232,42,58,0.25,Master,Business Analytics
85233,51,90,2.43,Bachelor,Business Analytics
85234,62,85,2.68,High School,Cybersecurity
85235,19,11,0.34,High School,Business Analytics
85236,20,93,2.77,High School,Cybersecurity
85237,31,48,1.81,PhD,Cybersecurity
85238,63,96,2.42,Bachelor,Software Engineering
85239,26,100,1.41,Master,Business Analytics
85240,33,7,1.99,Bachelor,Software Engineering
85241,56,42,3.84,Bachelor,Business Analytics
85242,52,25,3.7,Master,Business Analytics
85243,63,89,0.06,Bachelor,Business Analytics
85244,26,57,3.06,High School,Business Analytics
85245,70,61,1.8,Master,AI
85246,18,69,2.59,Master,AI
85247,46,22,1.51,PhD,Software Engineering
85248,65,63,2.93,Master,AI
85249,20,69,3.95,Master,Cybersecurity
85250,32,75,2.61,Bachelor,Cybersecurity
85251,67,75,1.35,PhD,Software Engineering
85252,62,96,1.71,High School,Cybersecurity
85253,56,15,0.69,High School,Data Science
85254,50,89,3.74,Bachelor,AI
85255,26,18,3.6,Bachelor,AI
85256,19,40,2.67,Master,Cybersecurity
85257,57,10,3.08,High School,AI
85258,39,11,2.41,High School,AI
85259,65,74,0.29,High School,Software Engineering
85260,27,60,2.31,Master,Software Engineering
85261,45,34,0.61,High School,AI
85262,39,21,2.4,Bachelor,AI
85263,56,97,0.88,Bachelor,Data Science
85264,29,19,3.85,High School,Data Science
85265,42,10,0.93,PhD,Business Analytics
85266,35,90,3.87,Bachelor,Business Analytics
85267,24,45,0.77,Bachelor,Software Engineering
85268,33,72,3.21,Master,AI
85269,36,6,0.79,High School,AI
85270,24,65,1.33,High School,AI
85271,46,82,1.96,Bachelor,Business Analytics
85272,36,7,2.52,Master,Cybersecurity
85273,66,40,1.01,Master,AI
85274,38,68,2.88,Master,Data Science
85275,66,64,3.95,Bachelor,Data Science
85276,27,51,1.15,Master,Cybersecurity
85277,57,23,3.84,PhD,Cybersecurity
85278,57,20,3.42,High School,AI
85279,51,43,2.93,Master,Cybersecurity
85280,22,55,0.17,High School,Business Analytics
85281,43,10,2.01,Master,Cybersecurity
85282,22,6,0.82,PhD,AI
85283,41,17,0.98,PhD,AI
85284,23,91,3.33,Bachelor,Data Science
85285,43,46,2.12,PhD,Business Analytics
85286,43,25,3.99,PhD,Cybersecurity
85287,67,15,1.8,PhD,AI
85288,64,81,2.55,PhD,Data Science
85289,27,88,3.57,Bachelor,Software Engineering
85290,53,11,3.87,High School,Software Engineering
85291,26,30,0.96,PhD,AI
85292,68,72,0.51,High School,Software Engineering
85293,25,70,3.98,High School,Cybersecurity
85294,39,77,3.37,PhD,Software Engineering
85295,65,19,1.36,Master,Cybersecurity
85296,30,15,3.97,PhD,AI
85297,47,29,2.74,High School,Data Science
85298,22,8,1.74,Bachelor,Cybersecurity
85299,25,23,0.46,Bachelor,Data Science
85300,50,24,0.98,Master,Cybersecurity
85301,55,74,3.91,Bachelor,Software Engineering
85302,40,97,1.64,Master,Software Engineering
85303,46,15,3.23,High School,Data Science
85304,54,81,0.99,Master,Data Science
85305,34,26,1.25,Bachelor,Software Engineering
85306,67,29,3.07,PhD,Business Analytics
85307,60,16,0.39,Bachelor,Software Engineering
85308,68,41,2.96,Master,Software Engineering
85309,57,15,3.36,Bachelor,AI
85310,54,57,1.8,Bachelor,Business Analytics
85311,66,86,1.85,PhD,Cybersecurity
85312,67,68,3.19,Master,AI
85313,55,96,2.95,Bachelor,Business Analytics
85314,31,39,3.01,High School,Data Science
85315,70,36,1.32,High School,Data Science
85316,48,74,1.61,Bachelor,Data Science
85317,43,99,0.79,Bachelor,AI
85318,19,42,3.11,High School,Business Analytics
85319,60,52,2.47,PhD,AI
85320,64,46,2.04,Bachelor,Data Science
85321,36,56,2.6,PhD,Business Analytics
85322,43,54,0.06,High School,Data Science
85323,24,5,0.64,Master,AI
85324,59,63,0.07,Master,Cybersecurity
85325,65,95,1.22,High School,Data Science
85326,59,36,1.27,Master,Software Engineering
85327,62,5,3.26,High School,Cybersecurity
85328,39,55,2.36,PhD,Data Science
85329,39,89,2.72,PhD,Software Engineering
85330,24,34,3.38,Master,Business Analytics
85331,22,57,3.63,High School,Software Engineering
85332,27,37,2.39,Master,Data Science
85333,62,34,0.38,High School,Business Analytics
85334,55,62,0.48,PhD,Data Science
85335,67,91,0.01,Bachelor,Software Engineering
85336,44,21,0.85,High School,Data Science
85337,50,94,0.56,Master,Data Science
85338,39,47,0.58,High School,Data Science
85339,64,37,0.01,Bachelor,Data Science
85340,28,31,2.2,Bachelor,Business Analytics
85341,60,74,2.51,High School,Software Engineering
85342,30,35,2.31,High School,AI
85343,70,89,1.04,PhD,Cybersecurity
85344,41,43,0.52,High School,Software Engineering
85345,51,81,3.11,High School,AI
85346,44,26,0.25,High School,Business Analytics
85347,67,91,3.77,Master,Cybersecurity
85348,47,63,2.2,Bachelor,Business Analytics
85349,20,67,3.07,High School,Software Engineering
85350,33,17,0.82,PhD,Business Analytics
85351,63,8,1.38,Bachelor,Business Analytics
85352,33,5,1.33,High School,Data Science
85353,26,90,1.24,Master,AI
85354,35,24,1.46,Master,Business Analytics
85355,22,86,0.7,Master,Software Engineering
85356,29,17,0.02,PhD,Business Analytics
85357,35,14,1.54,PhD,Business Analytics
85358,48,84,2.03,Master,AI
85359,19,11,3.53,Bachelor,Software Engineering
85360,27,39,1.57,High School,Software Engineering
85361,41,85,1.4,Bachelor,Software Engineering
85362,24,79,0.66,Bachelor,AI
85363,58,52,0.76,Master,Software Engineering
85364,62,27,3.03,Master,Software Engineering
85365,18,32,2.53,Bachelor,Business Analytics
85366,37,67,3.21,PhD,Cybersecurity
85367,62,14,3.28,Master,Business Analytics
85368,42,100,0.64,Bachelor,Data Science
85369,59,24,1.35,Bachelor,Cybersecurity
85370,70,20,3.68,High School,Business Analytics
85371,69,6,3.84,Bachelor,AI
85372,49,92,1.26,Bachelor,Data Science
85373,50,53,3.54,PhD,Software Engineering
85374,31,94,0.81,Bachelor,AI
85375,41,83,0.02,High School,Software Engineering
85376,33,69,0.05,Master,Cybersecurity
85377,31,46,2.55,Bachelor,AI
85378,70,86,3.67,High School,Business Analytics
85379,48,12,2.01,Master,AI
85380,37,59,1.19,Master,Business Analytics
85381,19,46,1.56,High School,Data Science
85382,22,54,2.49,Bachelor,Cybersecurity
85383,41,43,3.98,High School,Cybersecurity
85384,46,90,2.21,High School,Software Engineering
85385,66,28,1.45,High School,Business Analytics
85386,22,8,2.43,High School,Data Science
85387,33,91,3.94,PhD,Cybersecurity
85388,29,5,3.37,High School,Data Science
85389,52,58,0.91,Master,Business Analytics
85390,32,8,3.81,Master,Software Engineering
85391,35,18,2.79,High School,Cybersecurity
85392,66,45,3.48,High School,AI
85393,29,65,1.59,PhD,Cybersecurity
85394,43,43,3.39,Master,Software Engineering
85395,49,5,1.83,Master,Data Science
85396,70,35,1.67,Master,Cybersecurity
85397,34,49,1.13,PhD,Cybersecurity
85398,48,9,2.92,Master,Data Science
85399,24,27,3.32,Master,Cybersecurity
85400,49,22,0.32,Master,Data Science
85401,18,96,3.03,Master,AI
85402,68,21,1.78,Master,Business Analytics
85403,68,88,1.06,High School,Software Engineering
85404,69,81,3.41,Master,Cybersecurity
85405,31,78,2.2,Bachelor,AI
85406,18,15,0.19,High School,Cybersecurity
85407,27,55,3.92,Bachelor,Business Analytics
85408,41,70,0.46,PhD,AI
85409,21,80,3.83,Master,Software Engineering
85410,51,67,0.02,High School,Cybersecurity
85411,46,41,1.64,High School,AI
85412,53,17,3.29,High School,Data Science
85413,56,88,4.0,Master,Data Science
85414,43,47,0.53,Bachelor,Business Analytics
85415,70,82,3.42,Master,AI
85416,61,15,1.2,Master,Cybersecurity
85417,41,71,2.29,High School,AI
85418,70,37,1.04,Bachelor,Software Engineering
85419,64,5,2.1,High School,Cybersecurity
85420,26,21,0.37,Master,Cybersecurity
85421,54,26,2.8,Master,Business Analytics
85422,49,55,0.94,PhD,Data Science
85423,38,53,0.56,PhD,Business Analytics
85424,58,83,1.79,PhD,Cybersecurity
85425,70,81,2.05,Master,Cybersecurity
85426,51,65,1.94,High School,Software Engineering
85427,45,36,0.04,Bachelor,Software Engineering
85428,60,48,3.98,PhD,Business Analytics
